$Bez. SO;Bezeichner;Langname;$UKZ;$Kurzname;$Un;P min;P0;P max
BEAUCHAMPS;IKOS - FRESNOY FOLNY;Gas;F;E001;220;17,366;42,0816;87
BEAUREGARD;BLOIS;Müll;F;E001;220;0;92;92
BELLEVILLE;BELLEVILLE;KKW;F;E001;380;1834;2620;2620
BERANVILLE;EVREUX;Müll;F;E001;220;0;93;93
BIANCON;ST. CASSIEN;Wasserspeicher;F;E003;380;0;0;61
BRAEK;BRAEK;Gas;F;E001;220;177,186;252,3228;886
BRENNILIS;BRENNILIS;Gas;F;E001;220;76,186;136,7078;381
BROMMAT;BROMMAT;Wasserspeicher;F;E003;380;0;0;484
CAEN;LDC;Gas;F;E001;220;17,246;41,9942;87
CANTEGRIT;PONTENX-LES-FORGES;Müll;F;E001;380;0;89;89
CATTENOM;CATTENOM;KKW;F;E001;380;3640;5200;5200
CERGY;AZALYS;Müll;F;E001;380;0;96;96
CHALON;CHAGNY;Gas;F;E001;220;17,426;42,3959;88
CHATEAURENARD;AVIGNON-VEDENE;Müll;F;E001;220;0;99;99
CHINON B;CHINON;KKW;F;E001;380;2534;3620;3620
CHOOZ B;CHOOZ B;KKW;F;E001;380;2100;3000;3000
CIVAUX;CIVAUX;KKW;F;E001;380;2093;2990;2990
CIZE;CIZE-BOLOZON;Wasserspeicher;F;E003;220;0;0;81
CORDEMAIS;CORDEMAIS-POSTE;Steinkohle;F;E001;380;805,779;2686;2686
CORMEILLES;ARGENTEUIL;Müll;F;E001;220;0;400,9012;782
CREIL;ESIANE;Müll;F;E001;220;0;100;100
CROIX-DE-METZ;CROIX-DE-METZ;Gas;F;E001;220;0;0;0
CRUAS-MEYSSE;CRUAS;KKW;F;E001;380;2562;3660;3660
CURBANS;LAZER;Wasserspeicher;F;E003;220;0;0;261
DAMPIERRE-EN-BURLY;DAMPIERRE;KKW;F;E001;380;2492;3560;3560
DIRINON;DIRINON;Gas;F;E001;220;51,186;101,504;256
DOBERIE;LAMBALLE;Müll;F;E001;220;0;88;88
FAVARY;PROVENCE SNET;Steinkohle;F;E001;220;286,179;954;954
FESSENHEIM;FESSENHEIM 1;KKW;F;E001;380;1232;1760;1760
FLAMANVILLE;FLAMANVILLE;KKW;F;E001;380;1862;2660;2660
FLEAC;CALITOM;Gas;F;E001;220;17,346;42,0671;87
FLOIRAC;BORDEAUX-BEGLES;Müll;F;E001;220;0;109;109
FOUSCAIS;ST. GUILLERME;Wasserspeicher;F;E003;220;0;0;156
GARCHIZY;FOURCHAMBAULT;Müll;F;E001;220;0;90;90
GENISSIAT;BELLEGARDE-SUR-VALSERINE;Müll;F;E001;380;0;97;557
GERVANS;CHAMPBLAIN;Gas;F;E001;220;25,786;58,6057;129
GIEN;GIEN;Müll;F;E001;220;0;92;92
GOLFECH;GOLFECH;KKW;F;E001;380;1834;2620;2620
GRAVELINES;GRAVELINES;KKW;F;E001;380;3822;5460;5460
HORNAING;HORNAING;Steinkohle;F;E001;220;0;431;431
IZERNORE;MOUX-CHARMINES;Wasserspeicher;F;E003;220;0;0;68
JACQUARD;GRANGENT;Wasserspeicher;F;E003;220;0;0;77
L'ARDOISE;ORANGE;Gas;F;E001;220;17,386;42,0962;87
L'ESTALON;TOULON;Müll;F;E001;220;0;106;106
L'HOSPITALET;L'HOSPITALET;Wasserspeicher;F;E003;220;0;0;133
LA BATHIE;LA BATHIE;Wasserspeicher;F;E003;380;0;0;586
LA COCHE;LA COCHE;Pumpspeicher;F;E003;380;-340;0;360
LA MAXE;LA MAXE;Steinkohle;F;E001;220;175,779;586;586
LA MOLE;VAL-BEYNETTE;Wasserspeicher;F;E003;220;0;0;786
LANNEMEZAN;LE PORTILLON;Wasserspeicher;F;E003;220;0;0;135
LARDIT;LARDIT;Wasserspeicher;F;E003;220;0;0;85
LE BLAYAIS;LE BLAYAIS;KKW;F;E001;380;2548;3640;3640
LE BREUIL;VALETTE;Wasserspeicher;F;E003;380;0;0;506
LE BROC-CARROS;ST. MARTIN-VESUBIE;Wasserspeicher;F;E003;380;0;0;182
LE BUGEY;LE BUGEY;KKW;F;E001;380;2506;3580;3580
LE CHASTANG;ROSIERS D'EGLETONS;Müll;F;E001;220;0;91;424
LE CHEYLAS;LE CHEYLAS;Pumpspeicher;F;E003;380;-480;0;540
LE HAVRE;LE HAVRE;Steinkohle;F;E001;380;460,779;1536;1536
LE HOURAT;LICQ-ATHEREY;Wasserspeicher;F;E003;220;0;0;246
LE SAUTET;SAUTET;Wasserspeicher;F;E003;220;0;0;116
LE TRICASTIN;LE TRICASTIN;KKW;F;E001;380;2562;3660;3660
LES BREVIERES;LES BREVIERES;Wasserspeicher;F;E003;220;0;0;436
LES ESPIERS;ORISANE;Müll;F;E001;220;0;192;192
LUCY;LUCY;Steinkohle;F;E001;220;106,779;356;356
MARSILLON;PAU-LESCAR;Müll;F;E001;380;0;92;92
MARTIGUES;MARTIGUES;Öl;F;E001;220;203,186;203,186;1016
MAZE;AUZERETTE;Wasserspeicher;F;E003;220;0;0;69
MENTON;ST. DALMAS;Wasserspeicher;F;E003;220;0;0;90
MERENS;TEICH;Wasserspeicher;F;E003;220;0;0;392
MIEGEBAT;ARTOUSTE;Wasserspeicher;F;E003;220;0;0;128
MIONS;VALORLY;Müll;F;E001;380;0;94;94
MONTAHUT;MONTAHUT;Wasserspeicher;F;E003;220;0;0;143
MONTEREAU;MONTEREAU;Gas;F;E001;380;91,186;155,478;456
MONTEYNARD;MONTEYNARD;Wasserspeicher;F;E003;220;0;0;506
MONTEZIC;MONTEZIC POSTE;Pumpspeicher;F;E003;380;-840;0;950
MORBRAS;VAIRES;Steinkohle;F;E001;380;192,279;641;641
MOUGINS;ANTIBES;Müll;F;E001;220;0;96;96
MOULNEAUX;ISSEANE;Müll;F;E001;220;0;232;232
MÜLHAUSEN;SAUSHEIM;Müll;F;E001;220;0;99;99
NANTES;CHEVIRE;Gas;F;E001;220;87,186;150,5849;436
NIORT;GIZAY;Gas;F;E001;220;17,346;42,0671;87
NOGENT/SEINE;NOGENT;KKW;F;E001;380;1834;2620;2620
PALUEL;PENLY POSTE PALUEL;KKW;F;E001;380;3724;5320;5320
PARISET;COGERI;Gas;F;E001;220;21,026;49,676;106
PASSY;PASSY;Müll;F;E001;220;0;90;90
PENLY;PENLY CENTRALE;KKW;F;E001;380;1862;2660;2660
PEYRAT;VASSIVIERE;Wasserspeicher;F;E003;220;0;0;155
PEYROU;LUNEL-VIEL;Müll;F;E001;220;0;96;96
PIED-DE-BORNE;PUYLAURENT;Wasserspeicher;F;E003;220;0;0;194
PLAINE HAUTE;GUERLEDAN;Wasserspeicher;F;E003;380;0;0;56
PORCHEVILLE B;PORCHEVILLE;Öl;F;E001;380;497,186;497,186;2486
PORT BOUC;COMBIGOLFE;Gas;F;E001;220;105,186;539,7948;1677
PRAGNERES;SOULOM;Wasserspeicher;F;E003;220;-331,15;0;429
PREGUILLAC;ST. LAURENT DE COGNAC;Gas;F;E001;380;17,346;42,0671;87
PUSY;NOIDANS-LE-FERROUX;Müll;F;E001;220;0;90;90
PYMONT;LONS-LE-SAUNIER;Müll;F;E001;220;0;87;87
QUARTES;P. SAMBRE;Gas;F;E001;220;99,586;165,571;498
QUINSON;QUINSON;Wasserspeicher;F;E003;220;0;0;81
RABATAU;LA CIOTAT;Gas;F;E001;220;17,426;42,3959;88
RECY;AUREADE;Müll;F;E001;220;0;94;94
REVIN;REVIN;Pumpspeicher;F;E003;380;-800;0;848
RIORGES;VILLEREST;Wasserspeicher;F;E003;220;0;0;98
RUEYRES;ST. ETIENNE-CANTALES;Wasserspeicher;F;E003;380;0;0;712
SALLES CURAN;BAGE;Wasserspeicher;F;E003;220;0;0;110
SANDOUVILLE;OREADE;Müll;F;E001;220;0;103;103
SAVIGNAC;MARCILLAC;Wasserspeicher;F;E003;220;0;0;70
SEPTEMES;SEMAG;Gas;F;E001;220;17,346;42,0671;87
SERRE-PONCON;LES CLAUX;Wasserspeicher;F;E003;220;0;0;528
SISTERON;SISTERON;Wasserspeicher;F;E003;220;0;0;254
ST-ALBAN-ST-MAURICE;ST. ALBAN;KKW;F;E001;380;1869;2670;2670
ST-LAURENT-DES-EAUX 1;ST-LAURENT-DES-EAUX 1;KKW;F;E001;380;640,5;915;915
ST-LAURENT-DES-EAUX 2;ST-LAURENT-DES-EAUX 2;KKW;F;E001;380;640,5;915;915
ST. AVOLD;EMILE-HUCHET;Steinkohle;F;E001;380;418,779;1396;1396
ST. CROIX;CHAUDANNE;Wasserspeicher;F;E003;220;0;0;370
ST. GUILLERME;CHAMPCELLA;Wasserspeicher;F;E003;220;0;0;52
ST. NAZAIRE;MONTOIR-DE-BRETAGNE;Gas;F;E001;220;104,186;171,0212;521
ST. VICTOR;LE POUGET;Pumpspeicher;F;E003;220;-41,5;0;612
STRASBOURG;STRASBOURG 2;Müll;F;E001;220;0;108;108
